Distribuidora||Original|Regex|Date
Cosern|57|@Ricklimaar @OficialCosern exatamente|exatamente|2021-01-29 01:04:33
Cosern|58|@miandrades_ @OficialCosern “Tem uma pessoa dependente de energia”. Eu no caso 😂|“Tem uma pessoa dependente de energia”. Eu no caso 😂|2021-01-29 01:03:17
Cosern|59|@miandrades_ @OficialCosern Tbm, eu assistindo o jogo, perdi foi um gol, essa merda|Tbm, eu assistindo o jogo, perdi foi um gol, essa merda|2021-01-29 01:03:17
Cosern|60|@RaffaJhonson @OficialCosern tô só o ódio se faltar dnv|tô só o ódio se faltar dnv|2021-01-29 01:02:20
Cosern|61|@VlTORIOSO @OficialCosern sim, ódio|sim, ódio|2021-01-29 01:02:04
Cosern|62|@miandrades_ @OficialCosern Foi em um monte de cidade omh, essa desgraça|Foi em um monte de cidade omh, essa desgraça|2021-01-29 01:01:41
Cosern|63|@miandrades_ @OficialCosern afemaria em Alexandria faltou tbm?|afemaria em Alexandria faltou tbm?|2021-01-29 01:01:18
Cosern|64|que carai de energia eh essa, @OficialCosern vamos cooperar pq aq em casa tem doido e sou eu|que carai de energia eh essa, vamos cooperar pq aq em casa tem doido e sou eu|2021-01-29 00:59:59
Cosern|65|@OficialCosern o que tá acontecendo???|o que tá acontecendo???|2021-01-28 19:32:04
Cosern|66|DEVOLVE O POSTE AI @OficialCosern QUERO A INTERNET DE VOLTA|DEVOLVE O POSTE AI QUERO A INTERNET DE VOLTA|2021-01-28 16:32:09
Cosern|67|@OficialCosern respondido! resolver isso o quanto antes|respondido! resolver isso o quanto antes|2021-01-28 15:22:35
Cosern|68|@OficialCosern Com essa tarifa caríssima, que façam gato mesmo.|Com essa tarifa caríssima, que façam gato mesmo.|2021-01-28 14:52:42
Cosern|69|@OficialCosern eu mandei na dm, tem aq tbm ó: https://t.co/nqS9n3vsj0|eu mandei na dm, tem aq tbm ó:|2021-01-28 14:50:47
Cosern|70|Atendimento da Central da @OficialCosern segue o rigor que eles não seguem quando o povo precisa. Se você atrasar 1 minuto depois do agendado já não pode ser atendido. ABSURDO!|Atendimento da Central da segue o rigor que eles não seguem quando o povo precisa. Se você atrasar 1 minuto depois do agendado já não pode ser atendido. ABSURDO!|2021-01-28 14:37:13
Cosern|71|@OficialCosern Fui na dm, espero ter alguma ajuda que ta dificil viu. Se fosse estatal iam dizer q o problema era privatizar, mas vcs sao privatizada já.|Fui na dm, espero ter alguma ajuda que ta dificil viu. Se fosse estatal iam dizer q o problema era privatizar, mas vcs sao privatizada já.|2021-01-28 14:23:15
Cosern|72|Sabe a sensação que barulho de obra tem de que tão quebrando sua casa... dessa vez tavam mesmo começou a obra aq é a @OficialCosern n botou energia na outra casa p gente se mudar ainda o que dificulta tudo. 3 dias esperando alguém aparecer p por energia é a gente poder se mudar|Sabe a sensação que barulho de obra tem de que tão quebrando sua casa... dessa vez tavam mesmo começou a obra aq é a n botou energia na outra casa p gente se mudar ainda o que dificulta tudo. 3 dias esperando alguém aparecer p por energia é a gente poder se mudar|2021-01-28 13:58:45
CPFL (Grupo)|1|"E a @cpflenergia que resolve fazer manutenção na linha e NÃO AVISA NINGUÉM aqui na quadra.

Sabe Deus desde que hora que tá sem luz, cheguei agora do trampo e tomei o susto.

Ai quem vai pagar as coisas que vão estragar na geladeira? Eu né... Pq eles n tão nem aí..."|E a que resolve fazer manutenção na linha e NÃO AVISA NINGUÉM aqui na quadra. Sabe Deus desde que hora que tá sem luz, cheguei agora do trampo e tomei o susto. Ai quem vai pagar as coisas que vão estragar na geladeira? Eu né... Pq eles n tão nem aí...|2021-02-04 21:28:07
CPFL (Grupo)|2|"que bug é esse no site ein @cpflenergia 
preciso entrar na minha conta e nda :x"|que bug é esse no site ein preciso entrar na minha conta e nda :x|2021-02-04 16:08:35
CPFL (Grupo)|3|500 conto a conta de luz, como assim? Esse mês nem fiquei em casa direito, mês passado que eu estava de férias veio 200. Que merda e essa @cpflenergia|500 conto a conta de luz, como assim? Esse mês nem fiquei em casa direito, mês passado que eu estava de férias veio 200. Que merda e essa|2021-02-04 15:04:00
CPFL (Grupo)|4|@CtrlAltDella @pxzin @cpflenergia Chama a gente no DM para podermos analisar o valor e a leitura atual de seu medidor. Estamos à disposição!|Chama a gente no DM para podermos analisar o valor e a leitura atual de seu medidor. Estamos à disposição!|2021-02-04 14:33:08
CPFL (Grupo)|5|@CtrlAltDella @pxzin @cpflenergia Olá, nos envie mais detalhes do ocorrido por DM para podermos analisar. Estamos à disposição!|Olá, nos envie mais detalhes do ocorrido por DM para podermos analisar. Estamos à disposição!|2021-02-04 14:31:30
CPFL (Grupo)|6|@CtrlAltDella @pxzin @cpflenergia Estamos aqui para ajudar. Vamos analisar sua conta. Para isso, chama a gente no DM, informe a instalação, preservando dessa forma a segurança de seus dados e juntos faremos levantamento dos cálculos de consumo feitos.|Estamos aqui para ajudar. Vamos analisar sua conta. Para isso, chama a gente no DM, informe a instalação, preservando dessa forma a segurança de seus dados e juntos faremos levantamento dos cálculos de consumo feitos.|2021-02-04 14:28:37
CPFL (Grupo)|7|@CtrlAltDella @pxzin @cpflenergia Olá, nos envie mais detalhes do ocorrido por DM para podermos verificar o ocorrido.|Olá, nos envie mais detalhes do ocorrido por DM para podermos verificar o ocorrido.|2021-02-04 14:27:47
CPFL (Grupo)|8|@CtrlAltDella @pxzin @cpflenergia Nos envie seu endereço completo por DM para podermos verificar o ocorrido. Estamos à disposição!|Nos envie seu endereço completo por DM para podermos verificar o ocorrido. Estamos à disposição!|2021-02-04 14:26:29
CPFL (Grupo)|9|@pxzin @EnelClientesBR @cpflenergia O foda é que o relógio fica dentro do condomínio então se tiver gato só pode ser pra algum vizinho, o que seria surreal.|O foda é que o relógio fica dentro do condomínio então se tiver gato só pode ser pra algum vizinho, o que seria surreal.|2021-02-04 14:15:16
CPFL (Grupo)|10|"@pxzin @EnelClientesBR @cpflenergia Pois é,  é o que eu estou desconfiando, mas os técnicos da @EnelClientesBR falaram que está ""normal"""|"Pois é, é o que eu estou desconfiando, mas os técnicos da falaram que está ""normal"""|2021-02-04 14:07:23
CPFL (Grupo)|11|@CtrlAltDella @EnelClientesBR @cpflenergia Fizeram gato no teu relógio se pá|Fizeram gato no teu relógio se pá|2021-02-04 13:51:49
CPFL (Grupo)|12|@pxzin @EnelClientesBR @cpflenergia Sim cara, veio marcado quase 800 Kwh aqui, totalmente surreal!|Sim cara, veio marcado quase 800 Kwh aqui, totalmente surreal!|2021-02-04 13:37:36
CPFL (Grupo)|13|@pxzin @EnelClientesBR @cpflenergia Inclusive meu relógio está se movendo com a CHAVE GERAL DESLIGADA. https://t.co/ljLCLg6jUB|Inclusive meu relógio está se movendo com a CHAVE GERAL DESLIGADA.|2021-02-04 13:37:06
CPFL (Grupo)|14|@CtrlAltDella @EnelClientesBR @cpflenergia Pior que o meu veio quase o dobro de KWh do que eu gastava ai na capital e eu não tinha nenhum eletronico novo. Agora que comecei a usar o Ar Condicionado, to fodido no próximo mês.|Pior que o meu veio quase o dobro de KWh do que eu gastava ai na capital e eu não tinha nenhum eletronico novo. Agora que comecei a usar o Ar Condicionado, to fodido no próximo mês.|2021-02-04 13:35:38
CPFL (Grupo)|15|@pxzin @EnelClientesBR @cpflenergia Exatamente a minha reclamação aqui, meu relógio ta girando numa velocidade absurda, principalmente se comparado aos outros do condomínio, gravei até vídeo.|Exatamente a minha reclamação aqui, meu relógio ta girando numa velocidade absurda, principalmente se comparado aos outros do condomínio, gravei até vídeo.|2021-02-04 13:33:26
CPFL (Grupo)|16|"@CtrlAltDella @EnelClientesBR to tendo o mesmo problema aqui em Sorocaba com a @cpflenergia 
Mas andei olhando e relógio e parece que tá a leitura do cara foi certa. Mas o relógio tá girando feito doido."|to tendo o mesmo problema aqui em Sorocaba com a Mas andei olhando e relógio e parece que tá a leitura do cara foi certa. Mas o relógio tá girando feito doido.|2021-02-04 13:32:37
CPFL (Grupo)|17|"E a @cpflenergia que cortou a energia da casa errada e essa casa é a minha.
PS: nós estávamos dormindo"|E a que cortou a energia da casa errada e essa casa é a minha. PS: nós estávamos dormindo|2021-02-04 12:28:23
CPFL (Grupo)|18|alô @cpflenergia como minha conta de fevereiro já ta fechada se o mês acabou de começar|alô como minha conta de fevereiro já ta fechada se o mês acabou de começar|2021-02-04 01:31:32
CPFL (Grupo)|19|@cpflenergia tá difícil, energia da minha casa oscilando, sem uma fase, 0800 não funciona, hora que queimar minha casa inteira talvez apareça alguém!!!!|tá difícil, energia da minha casa oscilando, sem uma fase, 0800 não funciona, hora que queimar minha casa inteira talvez apareça alguém!!!!|2021-02-04 00:30:42
CPFL (Grupo)|20|"@cpflenergia vai ficar de patifaria ? Eu estou a 64 dias sem energia. Passei natal e ano novo sem energia em meio a pandemia, e o dia que eu paguei as contas vcs não vão religar ?
@proconspoficial da um help aí !!"|vai ficar de patifaria ? Eu estou a 64 dias sem energia. Passei natal e ano novo sem energia em meio a pandemia, e o dia que eu paguei as contas vcs não vão religar ? da um help aí !!|2021-02-03 23:30:16
CPFL (Grupo)|21|"@cpflenergia pra cobrar a conta 🦁🦁🦁

@cpflenergia pra entregar um serviço que preste 🤪🤪🤪"|pra cobrar a conta 🦁🦁🦁 pra entregar um serviço que preste 🤪🤪🤪|2021-02-03 20:59:10
CPFL (Grupo)|22|Não existe pior atendimento no mundo do que o da @cpflenergia|Não existe pior atendimento no mundo do que o da|2021-02-03 17:08:07
CPFL (Grupo)|23|"@cpflenergia consegue ser uma empresa tão bosta e com 0 senso, desde o início da PANDEMIA  ignorou todo mundo, e continua cortando as luzes das pessoas com 1 ou 2 meses de atraso 
Sendo que ainda estamos no meio da PANDEMIA ..."|consegue ser uma empresa tão bosta e com 0 senso, desde o início da PANDEMIA ignorou todo mundo, e continua cortando as luzes das pessoas com 1 ou 2 meses de atraso Sendo que ainda estamos no meio da PANDEMIA ...|2021-02-03 16:33:45
CPFL (Grupo)|24|@cpflenergia passamos anos sem saber o que era queda de energia. Com @jairbolsonaro voltamos aos anos 50. A menor ameaça de chuva a energia cai. #ParabénsBozoCorrupto #FORABOLSONARO|passamos anos sem saber o que era queda de energia. Com voltamos aos anos 50. A menor ameaça de chuva a energia cai.|2021-02-03 12:45:19
CPFL (Grupo)|25|"@_SeuCesar @cpflenergia Nossa pelo amor de Deus @cpflenergia 
A gente só quer energia elétrica na nossa casa!"|Nossa pelo amor de Deus A gente só quer energia elétrica na nossa casa!|2021-02-03 11:47:45
CPFL (Grupo)|26|"A parte mais difícil fluiu mais do que bem e agora a parte “fácil” tá travada 🥲

Alou @cpflenergia, dá aquela atenção pra gente aí, minha @_paul3te já não aguenta mais a espera"|A parte mais difícil fluiu mais do que bem e agora a parte “fácil” tá travada 🥲 Alou dá aquela atenção pra gente aí, minha já não aguenta mais a espera|2021-02-03 11:44:33
CPFL (Grupo)|27|gastei todo meu 4g assistindo essa eliminação e agr a energia volta @cpflenergia te odeio|gastei todo meu 4g assistindo essa eliminação e agr a energia volta te odeio|2021-02-03 03:01:40
CPFL (Grupo)|28|ta feliz @cpflenergia ???!!!!!!!!!|ta feliz ???!!!!!!!!!|2021-02-03 00:29:20
CPFL (Grupo)|29|INFERNO @cpflenergia DESDE AS 17h VAI TOMA NO CU PORRA CARALHO EU TENHO UM PAREDAO PRA ASSISTIR HJ|INFERNO DESDE AS 17h VAI TOMA NO CU PORRA CARALHO EU TENHO UM PAREDAO PRA ASSISTIR HJ|2021-02-03 00:18:49
CPFL (Grupo)|30|@v0gonpoetry Meu deus kkkkkkkkkkkk.@cpflenergia veja issoooo https://t.co/1PAOIFhPQz|Meu deus kkkkkkkkkkkk. veja issoooo|2021-02-02 23:54:27
CPFL (Grupo)|31|Prezados @cpflenergia tenho uma dúvida . O Artigo 77 da resolução 414/2020 da ANEEL , é maior que o artigo 5 (clausula pétrea) XI ? Pois um funcionário de vcs realizaram entrada em meu asilo inviolável sem prévia autorização . Aguardo retorno ! https://t.co/NoKafAiCD0|Prezados tenho uma dúvida . O Artigo 77 da resolução 414/2020 da ANEEL , é maior que o artigo 5 (clausula pétrea) XI ? Pois um funcionário de vcs realizaram entrada em meu asilo inviolável sem prévia autorização . Aguardo retorno !|2021-02-02 22:43:27
CPFL (Grupo)|32|@cpflenergia cadê a minha luz irmão????? tá demorando já 😡😡|cadê a minha luz irmão????? tá demorando já 😡😡|2021-02-02 19:01:08
CPFL (Grupo)|33|@cpflenergia 3º apagão do dia aqui na minha casa, o que tá acontecendo???|3º apagão do dia aqui na minha casa, o que tá acontecendo???|2021-02-02 18:36:03
CPFL (Grupo)|34|@cpflenergia moro na Área Continental de São Vicente e estou sem energia, poderia me esclarecer o motivo ?|moro na Área Continental de São Vicente e estou sem energia, poderia me esclarecer o motivo ?|2021-02-02 14:42:38
CPFL (Grupo)|35|@yurirossi @cpflenergia @ClaroBrasil Bom dia, Yuri! Lamentamos pelo ocorrido, poderia mandar os dados do contrato, e o endereço do ocorrido na DM? Assim podemos averiguar a situação e agir o mais rápido possível. Obrigado desde já!|Bom dia, Yuri! Lamentamos pelo ocorrido, poderia mandar os dados do contrato, e o endereço do ocorrido na DM? Assim podemos averiguar a situação e agir o mais rápido possível. Obrigado desde já!|2021-02-02 13:52:29
CPFL (Grupo)|36|@cpflenergia @ClaroBrasil @NEToficial @cpflenergia @NEToficial @ClaroBrasil https://t.co/VJWWconhwp||2021-02-01 23:42:54
CPFL (Grupo)|37|A @cpflenergia é uma empresa brasileira que produz energia limpa através da CPFL energia renováveis sa cpre3 https://t.co/dvMMCjnxrm|A é uma empresa brasileira que produz energia limpa através da CPFL energia renováveis sa cpre3|2021-02-01 23:10:59
CPFL (Grupo)|38|Realmente @cpflenergia fazer a troca de poste parabéns. Mas deixar os cabos das teles cortados e pendurados e sacanagem com os clientes. (os que pagam pelo poste e nós) @ClaroBrasil @NEToficial levar mais de 3 dias e ainda não reestabelecer o sinal é pior ainda! #chateado #puto|Realmente fazer a troca de poste parabéns. Mas deixar os cabos das teles cortados e pendurados e sacanagem com os clientes. (os que pagam pelo poste e nós) levar mais de 3 dias e ainda não reestabelecer o sinal é pior ainda!|2021-02-01 22:27:12
CPFL (Grupo)|39|ô @cpflenergia tem 2 meses que eu não tomo banho quente, não precisa ir no prédio mexer SÓ NO MEU AP não, fica sussa que não tem rolo, é só economia de energia mermo. https://t.co/1S3cvsUU5O https://t.co/CWMg5EhRyK|ô tem 2 meses que eu não tomo banho quente, não precisa ir no prédio mexer SÓ NO MEU AP não, fica sussa que não tem rolo, é só economia de energia mermo.|2021-02-01 17:14:56
CPFL (Grupo)|40|@cpflenergia Pessoal, boa tarde. Estou tentando acessar a 2a via da conta do mês de janeiro, mas o site informa que não consta instalação em meu CPF mesmo tendo solicitado a alteração. Como posso proceder?|Pessoal, boa tarde. Estou tentando acessar a 2a via da conta do mês de janeiro, mas o site informa que não consta instalação em meu CPF mesmo tendo solicitado a alteração. Como posso proceder?|2021-02-01 16:29:48
CPFL (Grupo)|41|"@cpflenergia a energia elétrica no Bairro Vila Esperança, em Cubatão, cai pelo menos 3 vezes ao dia nas últimas duas semanas.
É muita falta de responsabilidade com a população que paga as contas (Altas), sem contar nos eletrodomésticos que estão queimando com as quedas."|a energia elétrica no Bairro Vila Esperança, em Cubatão, cai pelo menos 3 vezes ao dia nas últimas duas semanas. É muita falta de responsabilidade com a população que paga as contas (Altas), sem contar nos eletrodomésticos que estão queimando com as quedas.|2021-02-01 02:18:33
CPFL (Grupo)|42|@cpflenergia Lek todo dia ta caindo a luz, se queimar algum aparelho meu o bagulho vai ficar legal não|Lek todo dia ta caindo a luz, se queimar algum aparelho meu o bagulho vai ficar legal não|2021-01-31 23:35:22
CPFL (Grupo)|43|Pra esse ano só quero colocar um ar condicionado no meu quarto e virar sócio da @cpflenergia, se n ninguém aguenta a conta|Pra esse ano só quero colocar um ar condicionado no meu quarto e virar sócio da se n ninguém aguenta a conta|2021-01-31 22:47:33
CPFL (Grupo)|44|Desde que me mudei para Indaiatuba há quase 2 meses, já perdi a conta de quantas vezes ficamos sem energia elétrica e sem internet. Um dia é a @cpflenergia e no outro a @NEToficial. Incrível a falta de qualidade e de respeito com o consumidor. Contas em dia. Imagine se não pagar. https://t.co/GC0b3wsTVV|Desde que me mudei para Indaiatuba há quase 2 meses, já perdi a conta de quantas vezes ficamos sem energia elétrica e sem internet. Um dia é a e no outro a Incrível a falta de qualidade e de respeito com o consumidor. Contas em dia. Imagine se não pagar.|2021-01-31 21:53:30
CPFL (Grupo)|45|@cpflenergia Mandei DM com uma dúvida!|Mandei DM com uma dúvida!|2021-01-31 21:06:22
CPFL (Grupo)|46|"Quero aqui,agradecer a @cpflenergia pelas constantes faltas de energia em Piracicaba,vocês detonaram o HD do meu computador com milhares de arquivos.
Quero que entrem em contato comigo,quero um HD novo"|Quero aqui,agradecer a pelas constantes faltas de energia em Piracicaba,vocês detonaram o HD do meu computador com milhares de arquivos. Quero que entrem em contato comigo,quero um HD novo|2021-01-31 20:17:18
CPFL (Grupo)|47|@cpflenergia O que passa na cabeça de vcs pra fazer manutenção e deixar o povo sem energia Elétrica das 11 as 17 em pleno DOMINGO??????????|O que passa na cabeça de vcs pra fazer manutenção e deixar o povo sem energia Elétrica das 11 as 17 em pleno DOMINGO??????????|2021-01-31 17:46:40
CPFL (Grupo)|48|@brunaobarreto3 Aqui em Sampa um inferno e a @cpflenergia fazendo manutenção deixando todo mundo derretendo sem poder ligar um ar-condicionado.|Aqui em Sampa um inferno e a fazendo manutenção deixando todo mundo derretendo sem poder ligar um ar-condicionado.|2021-01-31 15:22:22
CPFL (Grupo)|49|Alô @cpflenergia uma cidade inteira sem luz a mais de 4 horas e vcs não fazem porra nenhuma! Me ajuda a te ajudar|Alô uma cidade inteira sem luz a mais de 4 horas e vcs não fazem porra nenhuma! Me ajuda a te ajudar|2021-01-31 06:31:46
CPFL (Grupo)|50|"todas essas pessoas que não podem ver uma árvore, um cantinho com terra e vão lá enfiar concreto em cima.

Juro que se eu tivesse cartão de crédito eu estourava agora para comprar um ar-condicionado mas e a conta de luz depois? Aliás, vocês sabiam que a @cpflenergia não acha eu +"|todas essas pessoas que não podem ver uma árvore, um cantinho com terra e vão lá enfiar concreto em cima. Juro que se eu tivesse cartão de crédito eu estourava agora para comprar um ar-condicionado mas e a conta de luz depois? Aliás, vocês sabiam que a não acha eu +|2021-01-31 00:46:11
CPFL (Grupo)|51|Se a energia não voltar vou processar a @cpflenergia e eu não To zuando|Se a energia não voltar vou processar a e eu não To zuando|2021-01-30 19:45:30
CPFL (Grupo)|52|@cpflenergia Estou a mais de 1 ano aguardando vcs ligarem a minha energia em Joaquim Egídio SP !! Agora o caso esta na ANEEL! Nem ouvidoria serviu. Incompetência e negligência.|Estou a mais de 1 ano aguardando vcs ligarem a minha energia em Joaquim Egídio SP !! Agora o caso esta na ANEEL! Nem ouvidoria serviu. Incompetência e negligência.|2021-01-30 01:19:15
CPFL (Grupo)|53|e agora @cpflenergia meu microondas queimou com esse liga e desliga de luz, O Q FAREMOS EM|e agora meu microondas queimou com esse liga e desliga de luz, O Q FAREMOS EM|2021-01-29 23:02:58
CPFL (Grupo)|54|Um monte de bandeirada na conta do luz no meio da pandemia é um modo bem bacana de ajudar o povo @cpflenergia|Um monte de bandeirada na conta do luz no meio da pandemia é um modo bem bacana de ajudar o povo|2021-01-29 22:40:05
CPFL (Grupo)|55|@MeninoRogeerr @cpflenergia Cara eu to com um ódio tão pronfundo pqp|Cara eu to com um ódio tão pronfundo pqp|2021-01-29 20:12:01
CPFL (Grupo)|56|@DaminiGio @cpflenergia F|F|2021-01-29 20:11:17
CPFL (Grupo)|57|@cpflenergia o que vocês tem a dizer sobre a proteção de dados já que enviaram MEU contrato de adesão pro e-mail de um amigo, que mora em outro estado e nada tem a ver e até agora a gente não tem ideia de como isso aconteceu. Com quem mais mais meus dados foram compartilhados?|o que vocês tem a dizer sobre a proteção de dados já que enviaram MEU contrato de adesão pro e-mail de um amigo, que mora em outro estado e nada tem a ver e até agora a gente não tem ideia de como isso aconteceu. Com quem mais mais meus dados foram compartilhados?|2021-01-29 19:02:38
CPFL (Grupo)|58|O @cpflenergia vcs não entregam minhas contas, se eu não tivesse Internet como pagaria? Moro em Piracicaba me ajudem!!|O vcs não entregam minhas contas, se eu não tivesse Internet como pagaria? Moro em Piracicaba me ajudem!!|2021-01-29 17:37:25
CPFL (Grupo)|59|@cpflenergia boa tarde, estou devolvendo um apartamento locado, como faço para desvincular a conta do meu nome?|boa tarde, estou devolvendo um apartamento locado, como faço para desvincular a conta do meu nome?|2021-01-29 17:06:40
CPFL (Grupo)|60|@cpflenergia, me deixou sem energia já vai fazer 1 semana 😖 quem foi instalar minha energia deixou, três cabos soltos e quando ligo na cpfl fala q tá com energia sendo que não está, hj fl que iam lá resolver mas se caso não, eu vou ter q chamar um eletricista sendo q ++|me deixou sem energia já vai fazer 1 semana 😖 quem foi instalar minha energia deixou, três cabos soltos e quando ligo na cpfl fala q tá com energia sendo que não está, hj fl que iam lá resolver mas se caso não, eu vou ter q chamar um eletricista sendo q ++|2021-01-29 16:43:17
CPFL (Grupo)|61|"Tendo que terminar uma defesa pelo google drive no tablet pois DE NOVO sem luz aqui na rua.

Obrigada @cpflenergia"|Tendo que terminar uma defesa pelo google drive no tablet pois DE NOVO sem luz aqui na rua. Obrigada|2021-01-29 13:51:55
CPFL (Grupo)|62|Beleza @cpflenergia ... por conta da queda de energia aqui meu monitor queimou 🤦‍♂️|Beleza ... por conta da queda de energia aqui meu monitor queimou 🤦‍♂️|2021-01-29 03:28:36
CPFL (Grupo)|63|rlx @cpflenergia q se tem uma coisa q eu curto eh ficar sem energia|rlx q se tem uma coisa q eu curto eh ficar sem energia|2021-01-29 00:45:57
CPFL (Grupo)|64|@cpflenergia INSTALAÇÃO: 2094809585. Oscilação de energia desde ontem em todas as casas do condomínio.  Perdemos nosso home office.|INSTALAÇÃO: 2094809585. Oscilação de energia desde ontem em todas as casas do condomínio. Perdemos nosso home office.|2021-01-28 22:14:13
CPFL (Grupo)|65|@cpflenergia ta de brincadeira comigo? Perco reuniões, não consigo mais trabalhar...|ta de brincadeira comigo? Perco reuniões, não consigo mais trabalhar...|2021-01-28 21:39:42
CPFL (Grupo)|66|@cpflenergia  nem pense....|nem pense....|2021-01-28 20:40:38
CPFL (Grupo)|67|@cpflenergia E aí seus lixos. 2 horas sem luz pq ameaçou chover no Acre, vão reestabelecer ainda esse ano?? Cadê o @MPF_PGR @MP_SP @MPF_SP  p tomar uma atitude contra essa empresa?? Já teve até CPI p apurar os péssimos serviços prestados aqui e vcs nada fazem??????|E aí seus lixos. 2 horas sem luz pq ameaçou chover no Acre, vão reestabelecer ainda esse ano?? Cadê o p tomar uma atitude contra essa empresa?? Já teve até CPI p apurar os péssimos serviços prestados aqui e vcs nada fazem??????|2021-01-28 20:35:43
CPFL (Grupo)|68|"@BassoliEitel @cpflenergia mesma coisa aqui, e os cara me mandam um ""até 5 dias uteis para religar"" puta raiva bixo empresa lixo"|"mesma coisa aqui, e os cara me mandam um ""até 5 dias uteis para religar"" puta raiva bixo empresa lixo"|2021-01-28 20:29:30
CPFL (Grupo)|69|Serviço fraco da @cpflenergia em Indaiatuba-Sp, toda vez que chove agora cai a energia, no Centro ameaço chove fica sem energia|Serviço fraco da em Indaiatuba-Sp, toda vez que chove agora cai a energia, no Centro ameaço chove fica sem energia|2021-01-28 20:07:02
CPFL (Grupo)|70|@binhoricci @cpflenergia Se for p ficar sem energia q fique de uma vez, n essa oscilação escrota né amigo|Se for p ficar sem energia q fique de uma vez, n essa oscilação escrota né amigo|2021-01-28 19:00:14
CPFL (Grupo)|71|@marsrikc @cpflenergia Namoral nunca vi pior|Namoral nunca vi pior|2021-01-28 18:56:14
CPFL (Grupo)|72|RT @marsrikc: Na moral pq a @cpflenergia é tão lixo|Na moral pq a é tão lixo|2021-01-28 18:56:01
CPFL (Grupo)|73|Na moral pq a @cpflenergia é tão lixo|Na moral pq a é tão lixo|2021-01-28 18:54:14
CPFL (Grupo)|74|@cpflenergia Empresa lixo, cai um pingo de chuva a energia cai mais que o Neymar|Empresa lixo, cai um pingo de chuva a energia cai mais que o Neymar|2021-01-28 18:50:42
CPFL (Grupo)|75|A @cpflenergia não possui um canal de comunicação muito bom, aliás péssimo, tanto zap quanto o 0800 o meu problema não pode ser resolvido, sabem porque? Porque são robôs conversando e direcionado para o que eles querem, meu caso nunca!|A não possui um canal de comunicação muito bom, aliás péssimo, tanto zap quanto o 0800 o meu problema não pode ser resolvido, sabem porque? Porque são robôs conversando e direcionado para o que eles querem, meu caso nunca!|2021-01-28 16:27:36
CPFL (Grupo)|76|"A CPFL é uma piada, a conta aqui paga e eles cortaram a luz oq a porra do sistema deles não deram baixa.
Serviço inútil de uma das empresas mais vagabundas que existe.
@cpflenergia seus lixo  minha mãe tem vacina que precisa ser refrigerada, se perder a validade vcs tao fodidofdp"|A CPFL é uma piada, a conta aqui paga e eles cortaram a luz oq a porra do sistema deles não deram baixa. Serviço inútil de uma das empresas mais vagabundas que existe. seus lixo minha mãe tem vacina que precisa ser refrigerada, se perder a validade vcs tao fodidofdp|2021-01-28 15:47:51
EDP|1|@edpbr Eu não sei. Apenas cheguei e a energia estava já caída na minha rua e nas casas (incluso a minha). Felizmente agora voltou, mas espero apenas que se estabilize. Antes da queda ser total a energia tava muito fraca (luz de lâmpada oscilante).|Eu não sei. Apenas cheguei e a energia estava já caída na minha rua e nas casas (incluso a minha). Felizmente agora voltou, mas espero apenas que se estabilize. Antes da queda ser total a energia tava muito fraca (luz de lâmpada oscilante).|2021-02-04 01:35:57
EDP|2|Ô @edpbr, ajuda o pessoal da minha rua aqui e restabelece a energia elétrica que tá faltando aqui. Precisa realmente esperar até 02 da madruga?|Ô ajuda o pessoal da minha rua aqui e restabelece a energia elétrica que tá faltando aqui. Precisa realmente esperar até 02 da madruga?|2021-02-04 01:31:22
EDP|3|"@edpbr Acabou de voltar edp 
Obrigada"|Acabou de voltar edp Obrigada|2021-02-04 00:29:54
EDP|4|@edpbr Toda vizinhança|Toda vizinhança|2021-02-04 00:27:36
EDP|5|"Oi @edpbr 
Cheguei do trabalho muito cansada e só queria tomar um banho quente, mas não tem LUZ. 

Vila Cecília 
Mogi das Cruzes 

Qual a previsão de volta.?????????????"|Oi Cheguei do trabalho muito cansada e só queria tomar um banho quente, mas não tem LUZ. Vila Cecília Mogi das Cruzes Qual a previsão de volta.?????????????|2021-02-04 00:26:44
EDP|6|@edpbr Eu enviei, mas não sei se estão recebendo.|Eu enviei, mas não sei se estão recebendo.|2021-02-03 19:15:27
EDP|7|@edpbr Enviei !|Enviei !|2021-02-03 19:10:38
EDP|8|@edpbr Boa tarde! Tá certo. Agradeço e aguardo.|Boa tarde! Tá certo. Agradeço e aguardo.|2021-02-03 19:08:30
EDP|9|@edpbr Poxa vida! O serviço de vcs aqui na minha região, e olha que é uma cidade muito grande e uma região muito boa; o serviço está péssimo! Todo santo dia a energia oscila. Se algum eletrônico queimar aqui em casa, processo vcs! De saco cheio da @edpbr 😪|Poxa vida! O serviço de vcs aqui na minha região, e olha que é uma cidade muito grande e uma região muito boa; o serviço está péssimo! Todo santo dia a energia oscila. Se algum eletrônico queimar aqui em casa, processo vcs! De saco cheio da 😪|2021-02-03 18:50:24
EDP|10|@edpbr Sim, permanece sem energia. Pelo jeito estão fazendo manutenção na rede, mas já está muito tempo sem nada. Preciso da energia|Sim, permanece sem energia. Pelo jeito estão fazendo manutenção na rede, mas já está muito tempo sem nada. Preciso da energia|2021-02-03 17:38:16
