Distribuidora||Original|Regex|Date
Light|647|"@profissamador @OperacoesRio Olá, bom dia. Espero que esteja tudo bem com você.
Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!"|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:17:39
Light|648|"@debysguedes Olá, bom dia. Espero que esteja tudo bem com você.
Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!"|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:16:59
Light|649|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:16:31
Light|650|@lightclientes @fl4mengato Por favor @lightclientes pelo menos um posicionamento , o app não retorna .... Guaratiba sem luz.|Por favor pelo menos um posicionamento , o app não retorna .... Guaratiba sem luz.|2021-01-30 03:15:32
Light|651|RT @therezafontoura: @lightclientes Deixem de ser burocráticos....  a área tem clinicas e hospitais estamos sem Luz há duas horas.  Informe…|Deixem de ser burocráticos.... a área tem clinicas e hospitais estamos sem Luz há duas horas. Informe…|2021-01-30 03:14:25
Light|652|@lightclientes @fl4mengato Estrada do Magarca sem luz|Estrada do Magarca sem luz|2021-01-30 03:13:48
Light|653|@AlineAfs1 @lightclientes 3 dias seguidos que na nova Brasília falta luz. Esta insuportável|3 dias seguidos que na nova Brasília falta luz. Esta insuportável|2021-01-30 03:13:27
Light|654|@lightclientes Deixem de ser burocráticos....  a área tem clinicas e hospitais estamos sem Luz há duas horas.  Informem aos clientes sem burocracia  @OGlobo_Rio @JornalOGlobo|Deixem de ser burocráticos.... a área tem clinicas e hospitais estamos sem Luz há duas horas. Informem aos clientes sem burocracia|2021-01-30 03:13:11
Light|655|@EuMariAlves @lightclientes Foi incêndio na subestação de Botafogo https://t.co/uXemofKiLo|Foi incêndio na subestação de Botafogo|2021-01-30 03:13:01
Light|656|@lightclientes @fl4mengato Estrada do Magarca sem luz|Estrada do Magarca sem luz|2021-01-30 03:13:01
Light|657|RT @CMLZIN: @lightclientes @eurenesilva @kassimentz Ta pegando fogo mas tá bem sim, obrigado por perguntar.|Ta pegando fogo mas tá bem sim, obrigado por perguntar.|2021-01-30 03:12:15
Light|658|RT @prometasisyphus: @lightclientes @eurenesilva @kassimentz só tá pegando um pouco de fogo mas tá tranquilo|só tá pegando um pouco de fogo mas tá tranquilo|2021-01-30 03:12:13
Light|659|"@Rioeuamo @eurenesilva Olá, bom dia. Espero que esteja tudo bem com você.
Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!"|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:11:39
Light|660|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:11:17
Light|661|RT @descartesjunio1: #Urgente Subestação da @lightclientes de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 03:11:09
Light|662|@Dr_Gineco @ridden_anxiety @eurenesilva @lightclientes Mas provavelmente deve ter geradores lá.|Mas provavelmente deve ter geradores lá.|2021-01-30 03:10:36
Light|663|@Dr_Gineco @ridden_anxiety @eurenesilva @lightclientes Pois é!|Pois é!|2021-01-30 03:10:14
Light|664|@lightclientes @RiodeNojeira Ah, VTNC no escuro, vai|Ah, VTNC no escuro, vai|2021-01-30 03:10:05
Light|665|@RodrigoBLeitao @lightclientes @RiodeNojeira Exatamente!!! Nesse momento esquece essa P@&amp; de código!! Precisamos de uma resposta! Estou parado aqui! Sem o que fazer, e o que vou fazer sabe? Se vou para casa de alguém ... sabe? Porque com medo de estragar tudo da geladeira... além desse calor insuportável!|Exatamente!!! Nesse momento esquece essa P de código!! Precisamos de uma resposta! Estou parado aqui! Sem o que fazer, e o que vou fazer sabe? Se vou para casa de alguém ... sabe? Porque com medo de estragar tudo da geladeira... além desse calor insuportável!|2021-01-30 03:10:02
Light|666|"@ridden_anxiety @eurenesilva @lightclientes 😱 não tinha pensado nisso!
Se tiver alguma vacina em unidade sem luz, espero que transfiram logo"|😱 não tinha pensado nisso! Se tiver alguma vacina em unidade sem luz, espero que transfiram logo|2021-01-30 03:07:48
Light|667|@lightclientes @RiodeNojeira Mano. Olha isso. Msg de robô. A instalação de energia dos caras pegando 🔥 e eles querem saber o código de instalação da residência. Kkkk|Mano. Olha isso. Msg de robô. A instalação de energia dos caras pegando 🔥 e eles querem saber o código de instalação da residência. Kkkk|2021-01-30 03:05:22
Light|668|@debysguedes @lightclientes Caralha que absurdo!! E todo ano é o mesmo problema.|Caralha que absurdo!! E todo ano é o mesmo problema.|2021-01-30 03:04:46
Light|669|Demorou mas caiu! Obrigada @lightclientes terceiro dia seguido que cai a luz ❤️que delícia de serviço!|Demorou mas caiu! Obrigada terceiro dia seguido que cai a luz ❤️que delícia de serviço!|2021-01-30 03:04:34
Light|670|@eurenesilva @lightclientes Onde fica vereador?|Onde fica vereador?|2021-01-30 03:04:16
Light|671|@lightclientes @eurenesilva @kassimentz @Casimiro a light quer saber|a light quer saber|2021-01-30 03:04:04
Light|672|@lightclientes rua Jordão taquara sem luz pela 3 noite seguida, caí sempre no mesmo horário nesses 3 dias oq é isso light ?|rua Jordão taquara sem luz pela 3 noite seguida, caí sempre no mesmo horário nesses 3 dias oq é isso light ?|2021-01-30 03:02:36
Light|673|@lightclientes @mmaxxs @conexaolight Tudo bem como o Bot?Calor danado,em pleno verão e  é a segunda vez no ano que falta luz na Região Botafogo/Humaitá...|Tudo bem como o Bot?Calor danado,em pleno verão e é a segunda vez no ano que falta luz na Região Botafogo/Humaitá...|2021-01-30 03:00:13
Light|674|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:59:47
Light|675|Alo @lightclientes ....luz faltando na rua Humaitá há mais de 2 horas!!!!!|Alo ....luz faltando na rua Humaitá há mais de 2 horas!!!!!|2021-01-30 02:58:13
Light|676|@bioloka @bandnewsfmrio @lightclientes Aqui também não!|Aqui também não!|2021-01-30 02:57:28
Light|677|@Gustavo22364470 @priscila_rubim @eurenesilva @lightclientes Estou sendo educado! Você que não!|Estou sendo educado! Você que não!|2021-01-30 02:56:31
Light|678|@joogabrielmatos @priscila_rubim @eurenesilva @lightclientes Troca o óculos e seja mais educado. Msg babaca do nada, vtnc.|Troca o óculos e seja mais educado. Msg babaca do nada, vtnc.|2021-01-30 02:56:02
Light|679|@Gustavo22364470 @priscila_rubim @eurenesilva @lightclientes Não voltou a luz!!! Não voltou ainda a luz! Pelo menos aonde eu moro não voltou ainda, moro em Botafogo! Na Rua Sorocaba!|Não voltou a luz!!! Não voltou ainda a luz! Pelo menos aonde eu moro não voltou ainda, moro em Botafogo! Na Rua Sorocaba!|2021-01-30 02:55:50
Light|680|@joogabrielmatos @priscila_rubim @eurenesilva @lightclientes Eu tinha acabado de falar, idiota! Mas vc não leu, claro! Queria só causar e perturbar os outros. https://t.co/TGwhuh5umR|Eu tinha acabado de falar, idiota! Mas vc não leu, claro! Queria só causar e perturbar os outros.|2021-01-30 02:54:38
Light|681|@Dr_Gineco @eurenesilva @lightclientes AS VACINAS|AS VACINAS|2021-01-30 02:54:04
Light|682|@bandnewsfmrio Aqui energia ainda não retornou. @lightclientes|Aqui energia ainda não retornou.|2021-01-30 02:53:53
Light|683|@Gustavo22364470 @priscila_rubim @eurenesilva @lightclientes Eu li que óbvio que a luz não voltou!|Eu li que óbvio que a luz não voltou!|2021-01-30 02:53:16
Light|684|@Gustavo22364470 @priscila_rubim @eurenesilva @lightclientes Eu!!! Eu não falei que voltou a luz não! Muito pelo contrário! Quero que a luz volte logo!|Eu!!! Eu não falei que voltou a luz não! Muito pelo contrário! Quero que a luz volte logo!|2021-01-30 02:52:35
Light|685|@juliapitaluga @lightclientes Pois é! Agora só falta a luz voltar!|Pois é! Agora só falta a luz voltar!|2021-01-30 02:51:09
Light|686|@joogabrielmatos @priscila_rubim @eurenesilva @lightclientes Vc leu aí pra cima q a luz voltou? Não, né? Vai encher o saco de outro, imbecil!|Vc leu aí pra cima q a luz voltou? Não, né? Vai encher o saco de outro, imbecil!|2021-01-30 02:51:06
Light|687|RT @juliapitaluga: Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na sub…|Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na sub…|2021-01-30 02:51:01
Light|688|@auroracwv @lightclientes 🙏🏻 onde moro a light deu previsão de retorno 00h25 #oremos|🙏🏻 onde moro a light deu previsão de retorno 00h25|2021-01-30 02:50:54
Light|689|@Rioeuamo @juliapitaluga @lightclientes Aqui também sem nada!|Aqui também sem nada!|2021-01-30 02:50:13
Light|690|@juliapitaluga @lightclientes Aqui em casa nada.|Aqui em casa nada.|2021-01-30 02:49:58
Light|691|@Rioeuamo @eurenesilva @lightclientes Eu também!|Eu também!|2021-01-30 02:49:50
Light|692|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:49:49
Light|693|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:49:44
Light|694|"RT @LuisSampaolista: @lightclientes @eurenesilva @kassimentz Não cara, é aí que tá pegando fogo

CORREEEEE"|Não cara, é aí que tá pegando fogo CORREEEEE|2021-01-30 02:49:15
Light|695|@eurenesilva @lightclientes Estou sem luz até agora.|Estou sem luz até agora.|2021-01-30 02:48:39
Light|696|@Gustavo22364470 @priscila_rubim @eurenesilva @lightclientes E nem vai rolar ventilador! Como vai usar sem energia? Sabe? Ahhh!!! Tem aqueles portateis, mano... se for para usar um desses prefiro nem usar porque será a mesma coisa que nada! Não vai ventilar nada! Será fraco demais ainda mais pelo calor do RJ que está sabe?|E nem vai rolar ventilador! Como vai usar sem energia? Sabe? Ahhh!!! Tem aqueles portateis, mano... se for para usar um desses prefiro nem usar porque será a mesma coisa que nada! Não vai ventilar nada! Será fraco demais ainda mais pelo calor do RJ que está sabe?|2021-01-30 02:47:39
Light|697|"@lightclientes peço ajuda de todos q estão vendo esse tweet, hoje é o terceiro dia consecutivo q acaba a luz na minha parte da rua, 1°dia quase 12hs sem luz, 2° dia quase 6h sem luz e hoje às 23:42h começou a minha contagem do tempo q ficarei sem luz
AJUDA PFVR!!!"|peço ajuda de todos q estão vendo esse tweet, hoje é o terceiro dia consecutivo q acaba a luz na minha parte da rua, 1°dia quase 12hs sem luz, 2° dia quase 6h sem luz e hoje às 23:42h começou a minha contagem do tempo q ficarei sem luz AJUDA PFVR!!!|2021-01-30 02:47:36
Light|698|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:47:11
Light|699|@eurenesilva @lightclientes Porra light tá foda.como as crianças dormem ?|Porra light tá foda.como as crianças dormem ?|2021-01-30 02:47:08
Light|700|@lightclientes já deu né? 3h sem luz já|já deu né? 3h sem luz já|2021-01-30 02:46:45
Light|701|"Segunda queda de energia do mês 
Tá de parabéns hein @lightclientes 
2021 já começou bem 👏🏻"|Segunda queda de energia do mês Tá de parabéns hein 2021 já começou bem 👏🏻|2021-01-30 02:46:21
Light|702|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:46:03
Light|703|@RosaLula3 @lightclientes Espero que não... e pelo visto vou virar a madrugada parado... sem respostas para decidir o que fazer... se vou para a casa de alguém conhecido com luz ou subo a serra que seja sabe? Nada!|Espero que não... e pelo visto vou virar a madrugada parado... sem respostas para decidir o que fazer... se vou para a casa de alguém conhecido com luz ou subo a serra que seja sabe? Nada!|2021-01-30 02:45:45
Light|704|@priscila_rubim @eurenesilva @lightclientes Pois é, nem um ventiladorzinho é dureza!|Pois é, nem um ventiladorzinho é dureza!|2021-01-30 02:45:09
Light|705|Mais de 1hr sem luz EU VOU MATAR A @lightclientes|Mais de 1hr sem luz EU VOU MATAR A|2021-01-30 02:44:51
Light|706|@Gustavo22364470 @eurenesilva @lightclientes Que bom! Ninguém merece ficar sem luz nesse calor|Que bom! Ninguém merece ficar sem luz nesse calor|2021-01-30 02:43:54
Light|707|@PQuerinoo @lightclientes Pois é!!! Nem fale.... affff!!! Coisas da geladeira estragando.... sem reposta de previsão de quando volta porque se falassem algo eu já podeia estar indo para casa de alguém ou subir a serra para pelo menos sabe? Poder dormir e levar as coisas e tal para não estragar sabe?|Pois é!!! Nem fale.... affff!!! Coisas da geladeira estragando.... sem reposta de previsão de quando volta porque se falassem algo eu já podeia estar indo para casa de alguém ou subir a serra para pelo menos sabe? Poder dormir e levar as coisas e tal para não estragar sabe?|2021-01-30 02:43:49
Light|708|@eudouglas_ Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-30 02:43:33
Light|709|@gusprista @eurenesilva @lightclientes Que rua está a subestação?|Que rua está a subestação?|2021-01-30 02:43:10
Light|710|@joogabrielmatos @lightclientes Poxa! Será que vai demorar muito 🥵|Poxa! Será que vai demorar muito 🥵|2021-01-30 02:42:59
Light|711|@AlineAfs1 @OGlobo_Rio @lightclientes Mimimi|Mimimi|2021-01-30 02:42:46
Light|712|@tarcisopinheiro @lightclientes Mesma coisa aqui em casa|Mesma coisa aqui em casa|2021-01-30 02:42:16
Light|713|@RosaLula3 @lightclientes Pois é! Está insurportável!|Pois é! Está insurportável!|2021-01-30 02:41:36
Light|714|@anaelisa_araujo @lucvernot @lightclientes Pois é; na Rua Sorocaba ainda está sem Luz|Pois é; na Rua Sorocaba ainda está sem Luz|2021-01-30 02:40:39
Light|715|3 dias consecutivos sem energia elétrica. Conta paga em dia. Qual é o problema @lightclientes|3 dias consecutivos sem energia elétrica. Conta paga em dia. Qual é o problema|2021-01-30 02:40:27
Light|716|@bernardo_sem @eurenesilva @lightclientes Caiu de novo hauahha|Caiu de novo hauahha|2021-01-30 02:40:01
Light|717|RT @descartesjunio1: #Urgente Subestação da @lightclientes de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:39:53
Light|718|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:39:20
Light|719|@lightclientes cadê a luz filhos da puta|cadê a luz filhos da puta|2021-01-30 02:38:50
Light|720|@anaelisa_araujo @joogabrielmatos @lucvernot @lightclientes Voluntários com Conde Irajá aqui. Nada ainda.|Voluntários com Conde Irajá aqui. Nada ainda.|2021-01-30 02:38:10
Light|721|@carlos_alqueres @anaelisa_araujo @lucvernot @lightclientes Ainda não voltou ainda na Rua Sorocaba|Ainda não voltou ainda na Rua Sorocaba|2021-01-30 02:37:22
Light|722|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:37:09
Light|723|@Casimiro @lightclientes ajuda o cara|ajuda o cara|2021-01-30 02:37:08
Light|724|"@lightclientes Queria agradecer a @lightclientes pela queda do fornecimento de energia pois está fazendo eu malhar meu bíceps por quase duas horas pra abanar meu filho recém nascido. Obrigado mesmo. 
Light, cuidando da sua saúde! ❤ 👏👏 
PS. Não moro em Ipanema com certeza. 😘"|Queria agradecer a pela queda do fornecimento de energia pois está fazendo eu malhar meu bíceps por quase duas horas pra abanar meu filho recém nascido. Obrigado mesmo. Light, cuidando da sua saúde! ❤ 👏👏 PS. Não moro em Ipanema com certeza. 😘|2021-01-30 02:37:04
Light|725|@anaelisa_araujo @bioloka @lucvernot @lightclientes Pois é! Aqui na Rua Sorocaba não funcionou ainda|Pois é! Aqui na Rua Sorocaba não funcionou ainda|2021-01-30 02:36:41
Light|726|@joogabrielmatos @bioloka @lucvernot @lightclientes eu moro na voluntários . Aqui voltou. Infelizmente ainda não foi o bairro todo|eu moro na voluntários . Aqui voltou. Infelizmente ainda não foi o bairro todo|2021-01-30 02:35:59
Light|727|@joogabrielmatos @lightclientes Calor está insuportável 😩|Calor está insuportável 😩|2021-01-30 02:35:27
Light|728|@joogabrielmatos @lucvernot @lightclientes Voluntarios da pátria altura da são boa Batista pelo menos retornou sim. Minha casa tem vista pra são clemente. Lá tá sem luz.|Voluntarios da pátria altura da são boa Batista pelo menos retornou sim. Minha casa tem vista pra são clemente. Lá tá sem luz.|2021-01-30 02:35:10
Light|729|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:35:04
Light|730|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:35:03
Light|731|@lightclientes rua Gentil de Almeida Honório Gurgel sem luz!|rua Gentil de Almeida Honório Gurgel sem luz!|2021-01-30 02:34:59
Light|732|@bioloka @lucvernot @lightclientes Aqui também não. É fake que voltou a Luz|Aqui também não. É fake que voltou a Luz|2021-01-30 02:34:51
Light|733|@lightclientes @LuisSampaolista @eurenesilva @kassimentz Ta pegando fogo|Ta pegando fogo|2021-01-30 02:34:39
Light|734|@RiodeNojeira @lightclientes BolsoNero|BolsoNero|2021-01-30 02:34:36
Light|735|"Queria agradecer a @lightclientes pela queda do fornecimento de energia pois está fazendo eu malhar meu bíceps por quase duas horas pra abanar meu filho recém nascido. Obrigado mesmo. 
Light, cuidando da sua saúde! ❤ 👏👏 
PS. Não moro em Ipanema com certeza. 😘"|Queria agradecer a pela queda do fornecimento de energia pois está fazendo eu malhar meu bíceps por quase duas horas pra abanar meu filho recém nascido. Obrigado mesmo. Light, cuidando da sua saúde! ❤ 👏👏 PS. Não moro em Ipanema com certeza. 😘|2021-01-30 02:34:32
Light|736|@priscila_rubim @eurenesilva @lightclientes Agora voltou aqui.|Agora voltou aqui.|2021-01-30 02:34:27
Light|737|@lucvernot @lightclientes Aqui ainda não retornou.|Aqui ainda não retornou.|2021-01-30 02:34:22
Light|738|@letsaldanha @lightclientes 🥵😣🤯|🥵😣🤯|2021-01-30 02:34:20
Light|739|@lucvernot @lightclientes Como assim? Aqui em Botafogo não voltou ainda!|Como assim? Aqui em Botafogo não voltou ainda!|2021-01-30 02:34:10
Light|740|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:33:51
Light|741|@boysom @lightclientes Novamente. Já virou palhaçada isso.|Novamente. Já virou palhaçada isso.|2021-01-30 02:33:41
Light|742|@lightclientes parabéns aos funcionários da Light por retornarem a luz tão rápido após um incidente de grandes proporções como esse, que cortou a luz de Botafogo e Humaita inteiros!|parabéns aos funcionários da Light por retornarem a luz tão rápido após um incidente de grandes proporções como esse, que cortou a luz de Botafogo e Humaita inteiros!|2021-01-30 02:33:30
Light|743|"@bandnewsfmrio @ANEEL_govbr @lightclientes Light: ""ah, mas a falha na prestação é causada pelas ligações clandestinas"".

Meu amigo, foda-se. 

Se a empresa arcassem com esse prejuízo é uma coisa, mas essa porra é repassada pra gente, então trabalhem direito pra coibir essa prática."|"Light: ""ah, mas a falha na prestação é causada pelas ligações clandestinas"". Meu amigo, foda-se. Se a empresa arcassem com esse prejuízo é uma coisa, mas essa porra é repassada pra gente, então trabalhem direito pra coibir essa prática."|2021-01-30 02:33:22
Light|744|"@lightclientes já voltou, lindões
Tomara que a explosão não tenha machucado ngm!"|já voltou, lindões Tomara que a explosão não tenha machucado ngm!|2021-01-30 02:33:19
Light|745|@eurenesilva @lightclientes Eu tenho pena do Rio de Janeiro|Eu tenho pena do Rio de Janeiro|2021-01-30 02:33:15
Light|746|@lightclientes @boysom Não está nada bem, afinal são três noites que ninguém em casa dorme bem, pois falta luz. Comunicar falta de energia tem sido meu hobby favorito. #contemironia|Não está nada bem, afinal são três noites que ninguém em casa dorme bem, pois falta luz. Comunicar falta de energia tem sido meu hobby favorito.|2021-01-30 02:33:12
Light|747|@felipedemellot1 @lightclientes Meus pêsames, Cruz credo|Meus pêsames, Cruz credo|2021-01-30 02:33:03
Light|748|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:32:45
Light|749|"@eurenesilva @paulopinheirorj @lightclientes @gustavohbfranco Esta efusiva comemoração da @lightclientes não ser estatal, como se fosse sinônimo de eficiência, segurança, bons serviços, podia ser exclamada com uma ""sequência"" de bueiros e subestações explodindo: 

https://t.co/SxKZvYBBhZ"|"Esta efusiva comemoração da não ser estatal, como se fosse sinônimo de eficiência, segurança, bons serviços, podia ser exclamada com uma ""sequência"" de bueiros e subestações explodindo:"|2021-01-30 02:32:18
Light|750|@bernardo_sem @pedrowaddington @eurenesilva @lightclientes Aqui ainda não voltou|Aqui ainda não voltou|2021-01-30 02:31:22
Light|751|Obrigado @lightclientes pelo serviço péssimo numa noite quente como o inferno.|Obrigado pelo serviço péssimo numa noite quente como o inferno.|2021-01-30 02:31:06
Light|752|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:31:01
Light|753|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:55
Light|754|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:47
Light|755|"A luz cai da até dor no coração !!
@lightclientes por favor não me decepcione."|A luz cai da até dor no coração !! por favor não me decepcione.|2021-01-30 02:30:43
Light|756|@lightclientes rua Gentil de Almeida Honório Gurgel 21511110, sem luz, maior calor|rua Gentil de Almeida Honório Gurgel 21511110, sem luz, maior calor|2021-01-30 02:30:39
Light|757|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:15
Light|758|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:08
Light|759|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:29:41
Light|760|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:29:22
Light|761|Ô @lightclientes faltar luz num dia de calor senegalês desses, numa sexta à noite, em plena pandemia é de foder c a paciência de qualquer um|Ô faltar luz num dia de calor senegalês desses, numa sexta à noite, em plena pandemia é de foder c a paciência de qualquer um|2021-01-30 02:28:58
Light|762|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:28:49
Light|763|@RosaLula3 @lightclientes Pois é! Eu também! Estava trabalhando... e tive que encerrar a live por causa do pique de luz e logo depois acabou de vez!|Pois é! Eu também! Estava trabalhando... e tive que encerrar a live por causa do pique de luz e logo depois acabou de vez!|2021-01-30 02:28:30
Light|764|@pedrowaddington @eurenesilva @lightclientes Aqui ainda não, mas fico feliz por voce.|Aqui ainda não, mas fico feliz por voce.|2021-01-30 02:27:59
Light|765|"RT @RiodeNojeira: ""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado.""

Deve ser…"|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:27:41
Light|766|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:27:07
Light|767|@auroracwv @lightclientes Exatamente!|Exatamente!|2021-01-30 02:26:59
Light|768|@AlineAfs1 @lightclientes Sem luz novamente?|Sem luz novamente?|2021-01-30 02:26:58
Light|769|@juliapitaluga @lightclientes 😩😩😩😩|😩😩😩😩|2021-01-30 02:26:32
Light|770|@juliapitaluga @lightclientes Aqui a luz acabou de voltar! Moro bem próximo ao local|Aqui a luz acabou de voltar! Moro bem próximo ao local|2021-01-30 02:26:25
Light|771|@RaphaelNunes81 @lightclientes Pois é! E as coisas estragando tudo aqui!!! Quero ter uma previsão para ver o que vou fazer! Se subo a serra logo ou vou para casa de alguém fora de Botafogo/Humaitá ou se fico aqui esperando, que seja!|Pois é! E as coisas estragando tudo aqui!!! Quero ter uma previsão para ver o que vou fazer! Se subo a serra logo ou vou para casa de alguém fora de Botafogo/Humaitá ou se fico aqui esperando, que seja!|2021-01-30 02:26:22
