Distribuidora||Regex|Date
Light|575|Ja comuniquei em tudo quanto é plataforma, inclusive trocaram mais cedo o transformador mas pelo visto foi um serviço mal feito, porque o problema da falta de luz continua|2021-01-30 05:22:26
Light|576|Não está pois pago pela luz que consumo e não há nenhum retorno com previsão para a volta da luz. Mandam mensagem automática ao invés de se preocupar com o real consumidor. 2 crianças pequenas e um idoso em casa e preciso levantar cedo para trabalhar. Covardia de vcs.|2021-01-30 05:21:20
Light|577|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 05:20:57
Light|578|ta tudo ótimo comigo, só o poste da minha rua que ta prestes a cair...|2021-01-30 05:20:37
Light|579|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 05:20:26
Light|580|3 dias sem luz na parte da noite, ja liguei, ja mandei sms, ja mandei dm, ja avisei no app e até agora nada de religarem a luz. Quase 4 horas de sofrimento nesse calor, voces acham justo cobrarem caro e deixarem as pessoas sofrendo sem luz????!!!|2021-01-30 05:20:10
Light|581|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 05:20:01
Light|582|E ai voce fala com a e eles respondem que voce tem que mandar DM com o numero da assinatura .... quem é que sabe numero de assinatura de light ? Como procurar no escuro ? Empresa burocratica esta fadada a falir .|2021-01-30 05:19:54
Light|583|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 05:18:48
Light|584|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 05:16:32
Light|585|, ta muito quente! tenha pena dos cariocas e ajuda ai na conta de luz eu queria ficar no ar condicionado|2021-01-30 05:14:21
Light|586|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 05:14:02
Light|587|Ñ tem como enviar o código, pois é gato....só resolve o problema por favor!|2021-01-30 05:10:58
Light|588|fazer voltar a luz em Botafogo é fácil... Mas deixar o pessoal de Mesquita sem,aí já pode né. 0420532862 Crianças e um idoso passando mal nesse calor do RJ|2021-01-30 05:10:39
Light|589|Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na sub…|2021-01-30 05:09:05
Light|590|att: Completando cinco dias à partir das 23:00 h, que a interrupção do fornecimento de energia se dá em toda extensão da rua que compreende a instalação 0414298519. Sempre o problema dá-se no mesmo transformador (+/-30 anos) situado na citada acima.|2021-01-30 05:08:10
Light|591|difícil sem luz nesse calor e com crianças e idoso em casa.|2021-01-30 05:05:44
Light|592|Bom dia. Falta de Energia Elétrica no entorno do Transformador da Rua Arsênico, Do Ferro, Manganês, no Bairro Parque Alian em São João de Meriti. Por favor enviar equipe de emergência|2021-01-30 05:04:23
Light|593|guaratiba sem luz e sem previsão de retorno|2021-01-30 04:54:25
Light|594|Alô toda noite isso sem luz aqui na Ernesto Cardoso?|2021-01-30 04:51:43
Light|595|00:30 ?? Pq aqui também ta assim|2021-01-30 04:48:44
Light|596|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 04:43:44
Light|597|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 04:33:35
Light|598|Tudo que eu consigo saber da nesse momento sobre a falta de energia no meu apartamento e dos meus vizinhos enquanto o condomínio tem luz, se resume a essa mensagem:|2021-01-30 04:32:42
Light|599|Tenho precisado mais do que gostaria, segunda vez em menos de 1 mês|2021-01-30 04:29:03
Light|600|Pelo amor de Deus minha luz já caiu umas 4 vezes essa noite. Alias, está assim desde o início da semana. Resolvam isso logo. Ficar sem luz nesse calor é desumado|2021-01-30 04:27:30
Light|601|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 04:19:32
Light|602|0413134472 Tenho filha pequena e cadê a luz?|2021-01-30 04:17:05
Light|603|Já voltou|2021-01-30 04:16:34
Light|604|Queria saber como vocês vão proceder para reparar os dias que ficamos sem luz e as perdas que tivemos.|2021-01-30 04:07:36
Light|605|Voltou já?|2021-01-30 04:07:03
Light|606|Tenho essa fala desse funcionário gravado. O conserto só ocorre no dia seguinte, no caso ontem dia 29/01. Duas noites no calor, vendo meus alimentos estragarem, pessoas se aglomerarem na rua devido ao calor insuportável.|2021-01-30 04:06:58
Light|607|31317767|2021-01-30 04:04:45
Light|608|No dia 28/01 uma equipe esteve presente na minha rua, alegando que somente uma equipe específica poderia realizar a troca e que um gerador estaria a caminho para que não ficássemos mais uma noite no calor e sem como conservar os nossos alimentos. Sendo que esse gerador nunca veio|2021-01-30 04:04:30
Light|609|31317767|2021-01-30 04:04:15
Light|610|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 04:04:10
Light|611|Aí, nmrl msm Eu tô ficando muito puto A gnt paga conta de luz cara pra ficar 3 noites seguidas sem energia. Se for brincadeira, já pode parar Tô enchendo o saco de vcs marcar o @ toda vez que falta mas a intenção é essa msm...|2021-01-30 04:03:13
Light|612|Desde das 16:30 de quarta-feira dia 27/01 até ontem as 15:00 do dia 29/01 a minha rua ficou sem luz devido a um problema no transformador. Tivemos perdas de alimentos devido a demora para troca do transformador, fora todo o transtorno de estar sem luz em plena pandemia.|2021-01-30 04:02:43
Light|613|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 04:02:34
Light|614|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 04:00:36
Light|615|cep 2613010 avenida dr carvalhaes 700 sem energia no condomínio.|2021-01-30 03:59:49
Light|616|sem luz no cep 26130010 condomínio Portal do Sol. Urgência são 928 apartamentos tem crianças e idosos acamados|2021-01-30 03:56:45
Light|617|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:55:00
Light|618|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:47:41
Light|619|Nossa sério! Vou ligar pra minha irmã agora, ela mora no Humaitá|2021-01-30 03:47:37
Light|620|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:44:37
Light|621|Bom dia, no momento não estou nada bem, estou sem luz a 3hs e vocês não dão um posicionamento|2021-01-30 03:44:09
Light|622|acaba de voltar quase 1 hora sem luz todo dia isso|2021-01-30 03:43:26
Light|623|acaba de voltar quase 1 hora sem luz todo doa isso|2021-01-30 03:42:53
Light|624|Tem algum tipo de previsão ? Pq já tem uma hora que voltou praticamente em todos os lugares menos aqui e nos prédios mais próximos|2021-01-30 03:41:54
Light|625|Todo dia isso meia noite em ponto Olá, boa noite! Espero que esteja tudo bem com você. Você está sem luz no momento? Se estiver, nos envie por DM o seu cód da instalação ou endereço completo pra te ajudarmos.|2021-01-30 03:41:35
Light|626|Todo dia isso meia noite em ponto Olá, boa noite! Espero que esteja tudo bem com você. Você está sem luz no momento? Se estiver, nos envie por DM o seu cód da instalação ou endereço completo pra te ajudarmos.|2021-01-30 03:39:24
Light|627|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:38:20
Light|628|Já voltou a luz em tudo que é lugar e nas proximidades do meu prédio ainda não, vamo religar logo isso dona Light. Rua Visconde Silva Humaita e adjacências|2021-01-30 03:34:23
Light|629|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:33:10
Light|630|a substação pegou fogo, tem video rolando|2021-01-30 03:31:30
Light|631|Vai tomar no cu filho da puta|2021-01-30 03:31:23
Light|632|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:31:18
Light|633|pqp, 4 horas sem luz em Xerém, vamos trabalhar cambada!|2021-01-30 03:28:37
Light|634|Pois é!|2021-01-30 03:27:38
Light|635|Exatamente!|2021-01-30 03:27:33
Light|636|Simmm cara. E eles sabem, e nem pra fazer uma manutenção descente|2021-01-30 03:27:00
Light|637|Nope, fake news.|2021-01-30 03:26:39
Light|638|Olá, boa noite! Espero que esteja tudo bem com você. Poderia enviar por DM o cód. da instalação…|2021-01-30 03:22:51
Light|639|Já sei o que aconteceu... 😞 só espero que consigam consertar a subestação do Humaitá rápido, mas a explosão e o fogo foram bem bizarros.|2021-01-30 03:21:20
Light|640|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-30 03:20:57
Light|641|Imagina aqui para Botafogo/Humaitá que teve incêndio?? Estamos desde das 22:00 por ai sem luz!!!|2021-01-30 03:20:54
Light|642|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:20:30
Light|643|Um incêndio de grandes proporções atinge uma subestação da concessionária em Botafogo, na Zona Sul. Dois quartéis do Corpo de Bombeiros atuam no local. Não há informações de vítimas, até o momento.|2021-01-30 03:20:15
Light|644|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:20:05
Light|645|já tem mais de 2hs sem luz em Guaratiba e vocês não tem nem a previsão de quando o serviço vai voltar|2021-01-30 03:19:38
Light|646|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:19:06
Light|647|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:17:39
Light|648|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:16:59
Light|649|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:16:31
Light|650|Por favor pelo menos um posicionamento , o app não retorna .... Guaratiba sem luz.|2021-01-30 03:15:32
Light|651|Deixem de ser burocráticos.... a área tem clinicas e hospitais estamos sem Luz há duas horas. Informe…|2021-01-30 03:14:25
Light|652|Estrada do Magarca sem luz|2021-01-30 03:13:48
Light|653|3 dias seguidos que na nova Brasília falta luz. Esta insuportável|2021-01-30 03:13:27
Light|654|Deixem de ser burocráticos.... a área tem clinicas e hospitais estamos sem Luz há duas horas. Informem aos clientes sem burocracia|2021-01-30 03:13:11
Light|655|Foi incêndio na subestação de Botafogo|2021-01-30 03:13:01
Light|656|Estrada do Magarca sem luz|2021-01-30 03:13:01
Light|657|Ta pegando fogo mas tá bem sim, obrigado por perguntar.|2021-01-30 03:12:15
Light|658|só tá pegando um pouco de fogo mas tá tranquilo|2021-01-30 03:12:13
Light|659|Olá, bom dia. Espero que esteja tudo bem com você. Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|2021-01-30 03:11:39
Light|660|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 03:11:17
Light|661|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 03:11:09
Light|662|Mas provavelmente deve ter geradores lá.|2021-01-30 03:10:36
Light|663|Pois é!|2021-01-30 03:10:14
Light|664|Ah, VTNC no escuro, vai|2021-01-30 03:10:05
Light|665|Exatamente!!! Nesse momento esquece essa P de código!! Precisamos de uma resposta! Estou parado aqui! Sem o que fazer, e o que vou fazer sabe? Se vou para casa de alguém ... sabe? Porque com medo de estragar tudo da geladeira... além desse calor insuportável!|2021-01-30 03:10:02
Light|666|😱 não tinha pensado nisso! Se tiver alguma vacina em unidade sem luz, espero que transfiram logo|2021-01-30 03:07:48
Light|667|Mano. Olha isso. Msg de robô. A instalação de energia dos caras pegando 🔥 e eles querem saber o código de instalação da residência. Kkkk|2021-01-30 03:05:22
Light|668|Caralha que absurdo!! E todo ano é o mesmo problema.|2021-01-30 03:04:46
Light|669|Demorou mas caiu! Obrigada terceiro dia seguido que cai a luz ❤️que delícia de serviço!|2021-01-30 03:04:34
Light|670|Onde fica vereador?|2021-01-30 03:04:16
Light|671|a light quer saber|2021-01-30 03:04:04
Light|672|rua Jordão taquara sem luz pela 3 noite seguida, caí sempre no mesmo horário nesses 3 dias oq é isso light ?|2021-01-30 03:02:36
Light|673|Tudo bem como o Bot?Calor danado,em pleno verão e é a segunda vez no ano que falta luz na Região Botafogo/Humaitá...|2021-01-30 03:00:13
Light|674|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:59:47
Light|675|Alo ....luz faltando na rua Humaitá há mais de 2 horas!!!!!|2021-01-30 02:58:13
Light|676|Aqui também não!|2021-01-30 02:57:28
Light|677|Estou sendo educado! Você que não!|2021-01-30 02:56:31
Light|678|Troca o óculos e seja mais educado. Msg babaca do nada, vtnc.|2021-01-30 02:56:02
Light|679|Não voltou a luz!!! Não voltou ainda a luz! Pelo menos aonde eu moro não voltou ainda, moro em Botafogo! Na Rua Sorocaba!|2021-01-30 02:55:50
Light|680|Eu tinha acabado de falar, idiota! Mas vc não leu, claro! Queria só causar e perturbar os outros.|2021-01-30 02:54:38
Light|681|AS VACINAS|2021-01-30 02:54:04
Light|682|Aqui energia ainda não retornou.|2021-01-30 02:53:53
Light|683|Eu li que óbvio que a luz não voltou!|2021-01-30 02:53:16
Light|684|Eu!!! Eu não falei que voltou a luz não! Muito pelo contrário! Quero que a luz volte logo!|2021-01-30 02:52:35
Light|685|Pois é! Agora só falta a luz voltar!|2021-01-30 02:51:09
Light|686|Vc leu aí pra cima q a luz voltou? Não, né? Vai encher o saco de outro, imbecil!|2021-01-30 02:51:06
Light|687|Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na sub…|2021-01-30 02:51:01
Light|688|🙏🏻 onde moro a light deu previsão de retorno 00h25|2021-01-30 02:50:54
Light|689|Aqui também sem nada!|2021-01-30 02:50:13
Light|690|Aqui em casa nada.|2021-01-30 02:49:58
Light|691|Eu também!|2021-01-30 02:49:50
Light|692|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:49:49
Light|693|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:49:44
Light|694|Não cara, é aí que tá pegando fogo CORREEEEE|2021-01-30 02:49:15
Light|695|Estou sem luz até agora.|2021-01-30 02:48:39
Light|696|E nem vai rolar ventilador! Como vai usar sem energia? Sabe? Ahhh!!! Tem aqueles portateis, mano... se for para usar um desses prefiro nem usar porque será a mesma coisa que nada! Não vai ventilar nada! Será fraco demais ainda mais pelo calor do RJ que está sabe?|2021-01-30 02:47:39
Light|697|peço ajuda de todos q estão vendo esse tweet, hoje é o terceiro dia consecutivo q acaba a luz na minha parte da rua, 1°dia quase 12hs sem luz, 2° dia quase 6h sem luz e hoje às 23:42h começou a minha contagem do tempo q ficarei sem luz AJUDA PFVR!!!|2021-01-30 02:47:36
Light|698|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:47:11
Light|699|Porra light tá foda.como as crianças dormem ?|2021-01-30 02:47:08
Light|700|já deu né? 3h sem luz já|2021-01-30 02:46:45
Light|701|Segunda queda de energia do mês Tá de parabéns hein 2021 já começou bem 👏🏻|2021-01-30 02:46:21
Light|702|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:46:03
Light|703|Espero que não... e pelo visto vou virar a madrugada parado... sem respostas para decidir o que fazer... se vou para a casa de alguém conhecido com luz ou subo a serra que seja sabe? Nada!|2021-01-30 02:45:45
Light|704|Pois é, nem um ventiladorzinho é dureza!|2021-01-30 02:45:09
Light|705|Mais de 1hr sem luz EU VOU MATAR A|2021-01-30 02:44:51
Light|706|Que bom! Ninguém merece ficar sem luz nesse calor|2021-01-30 02:43:54
Light|707|Pois é!!! Nem fale.... affff!!! Coisas da geladeira estragando.... sem reposta de previsão de quando volta porque se falassem algo eu já podeia estar indo para casa de alguém ou subir a serra para pelo menos sabe? Poder dormir e levar as coisas e tal para não estragar sabe?|2021-01-30 02:43:49
Light|708|Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663|2021-01-30 02:43:33
Light|709|Que rua está a subestação?|2021-01-30 02:43:10
Light|710|Poxa! Será que vai demorar muito 🥵|2021-01-30 02:42:59
Light|711|Mimimi|2021-01-30 02:42:46
Light|712|Mesma coisa aqui em casa|2021-01-30 02:42:16
Light|713|Pois é! Está insurportável!|2021-01-30 02:41:36
Light|714|Pois é; na Rua Sorocaba ainda está sem Luz|2021-01-30 02:40:39
Light|715|3 dias consecutivos sem energia elétrica. Conta paga em dia. Qual é o problema|2021-01-30 02:40:27
Light|716|Caiu de novo hauahha|2021-01-30 02:40:01
Light|717|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:39:53
Light|718|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:39:20
Light|719|cadê a luz filhos da puta|2021-01-30 02:38:50
Light|720|Voluntários com Conde Irajá aqui. Nada ainda.|2021-01-30 02:38:10
Light|721|Ainda não voltou ainda na Rua Sorocaba|2021-01-30 02:37:22
Light|722|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:37:09
Light|723|ajuda o cara|2021-01-30 02:37:08
Light|724|Queria agradecer a pela queda do fornecimento de energia pois está fazendo eu malhar meu bíceps por quase duas horas pra abanar meu filho recém nascido. Obrigado mesmo. Light, cuidando da sua saúde! ❤ 👏👏 PS. Não moro em Ipanema com certeza. 😘|2021-01-30 02:37:04
Light|725|Pois é! Aqui na Rua Sorocaba não funcionou ainda|2021-01-30 02:36:41
Light|726|eu moro na voluntários . Aqui voltou. Infelizmente ainda não foi o bairro todo|2021-01-30 02:35:59
Light|727|Calor está insuportável 😩|2021-01-30 02:35:27
Light|728|Voluntarios da pátria altura da são boa Batista pelo menos retornou sim. Minha casa tem vista pra são clemente. Lá tá sem luz.|2021-01-30 02:35:10
Light|729|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:35:04
Light|730|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:35:03
Light|731|rua Gentil de Almeida Honório Gurgel sem luz!|2021-01-30 02:34:59
Light|732|Aqui também não. É fake que voltou a Luz|2021-01-30 02:34:51
Light|733|Ta pegando fogo|2021-01-30 02:34:39
Light|734|BolsoNero|2021-01-30 02:34:36
Light|735|Queria agradecer a pela queda do fornecimento de energia pois está fazendo eu malhar meu bíceps por quase duas horas pra abanar meu filho recém nascido. Obrigado mesmo. Light, cuidando da sua saúde! ❤ 👏👏 PS. Não moro em Ipanema com certeza. 😘|2021-01-30 02:34:32
Light|736|Agora voltou aqui.|2021-01-30 02:34:27
Light|737|Aqui ainda não retornou.|2021-01-30 02:34:22
Light|738|🥵😣🤯|2021-01-30 02:34:20
Light|739|Como assim? Aqui em Botafogo não voltou ainda!|2021-01-30 02:34:10
Light|740|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:33:51
Light|741|Novamente. Já virou palhaçada isso.|2021-01-30 02:33:41
Light|742|parabéns aos funcionários da Light por retornarem a luz tão rápido após um incidente de grandes proporções como esse, que cortou a luz de Botafogo e Humaita inteiros!|2021-01-30 02:33:30
Light|743|"Light: ""ah, mas a falha na prestação é causada pelas ligações clandestinas"". Meu amigo, foda-se. Se a empresa arcassem com esse prejuízo é uma coisa, mas essa porra é repassada pra gente, então trabalhem direito pra coibir essa prática."|2021-01-30 02:33:22
Light|744|já voltou, lindões Tomara que a explosão não tenha machucado ngm!|2021-01-30 02:33:19
Light|745|Eu tenho pena do Rio de Janeiro|2021-01-30 02:33:15
Light|746|Não está nada bem, afinal são três noites que ninguém em casa dorme bem, pois falta luz. Comunicar falta de energia tem sido meu hobby favorito.|2021-01-30 02:33:12
Light|747|Meus pêsames, Cruz credo|2021-01-30 02:33:03
Light|748|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:32:45
Light|749|"Esta efusiva comemoração da não ser estatal, como se fosse sinônimo de eficiência, segurança, bons serviços, podia ser exclamada com uma ""sequência"" de bueiros e subestações explodindo:"|2021-01-30 02:32:18
Light|750|Aqui ainda não voltou|2021-01-30 02:31:22
Light|751|Obrigado pelo serviço péssimo numa noite quente como o inferno.|2021-01-30 02:31:06
Light|752|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:31:01
Light|753|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:55
Light|754|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:47
Light|755|A luz cai da até dor no coração !! por favor não me decepcione.|2021-01-30 02:30:43
Light|756|rua Gentil de Almeida Honório Gurgel 21511110, sem luz, maior calor|2021-01-30 02:30:39
Light|757|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:15
Light|758|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:30:08
Light|759|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:29:41
Light|760|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:29:22
Light|761|Ô faltar luz num dia de calor senegalês desses, numa sexta à noite, em plena pandemia é de foder c a paciência de qualquer um|2021-01-30 02:28:58
Light|762|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:28:49
Light|763|Pois é! Eu também! Estava trabalhando... e tive que encerrar a live por causa do pique de luz e logo depois acabou de vez!|2021-01-30 02:28:30
Light|764|Aqui ainda não, mas fico feliz por voce.|2021-01-30 02:27:59
Light|765|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:27:41
Light|766|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:27:07
Light|767|Exatamente!|2021-01-30 02:26:59
Light|768|Sem luz novamente?|2021-01-30 02:26:58
Light|769|😩😩😩😩|2021-01-30 02:26:32
Light|770|Aqui a luz acabou de voltar! Moro bem próximo ao local|2021-01-30 02:26:25
Light|771|Pois é! E as coisas estragando tudo aqui!!! Quero ter uma previsão para ver o que vou fazer! Se subo a serra logo ou vou para casa de alguém fora de Botafogo/Humaitá ou se fico aqui esperando, que seja!|2021-01-30 02:26:22
Light|772|só tá pegando um pouco de fogo mas tá tranquilo|2021-01-30 02:25:51
Light|773|Pagamos uma das tarifas de energia mais caras do Brasil (incluindo a distribuição), com aval da mas a não consegue segurar a onda quando o consumo dispara. Amigo meu tá sem luz desde a madrugada pq um transformador pegou fogo na rua. Tá feio, Light.|2021-01-30 02:25:22
Light|774||2021-01-30 02:24:52
Light|775|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:24:34
Light|776||2021-01-30 02:24:30
Light|777|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:24:21
Light|778|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:24:06
Light|779|COMO?|2021-01-30 02:24:02
Light|780|Tem um prédio do meu lado tbm q não acabou a luz, mas aqui acabou de voltar|2021-01-30 02:24:00
Light|781|FOGO|2021-01-30 02:23:59
Light|782|luz voltou obg pelo ótimo trabalho 🙏🙏🙏|2021-01-30 02:23:33
Light|783|Voltou a luz! 🙌🏼🙏🏻|2021-01-30 02:23:25
Light|784|"Pode falar que o que tá pegando fogo é a subestação da porra da LIGHT COR. Não cai a mão não. Três bairros sem luz por causa de ""incêndio em terreno""? Não fode, né..."|2021-01-30 02:23:09
Light|785|Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na sub…|2021-01-30 02:22:47
Light|786|que hs irá voltara luz em Botafogo por favor na Sorocaba estou passando mal de calor|2021-01-30 02:22:47
Light|787|Esquisito que uma vila do meu lado aqui na São Clemente tá sambando cheia de luz|2021-01-30 02:22:29
Light|788|Todo dia a noite minha energia cai, fico sem dormir no calor do inferno que é o RJ, pense em um ódio da companhia|2021-01-30 02:22:13
Light|789|Impossível achar o número da instalação nessa escuridão. Que horas volta a luz em Botafogo?|2021-01-30 02:22:09
Light|790|alo light, a loja quw trabalho ta sem luz há 2 dias, ja ligamos, reclamamos , varios pedidos feitos e até agora ninguém apareceu!!!!!! Inadmissível isso. Pois o fio ta partido e caido na calçada correndo o risco de algum acidente. FAÇAM ALGUMA COISA.|2021-01-30 02:22:06
Light|791|Terceiro dia sem luz. É sobre isso que tô falando Dona Mesma hora e mesmo problema, vamos de resolução paliativa de novo.|2021-01-30 02:22:04
Light|792|Aqui na Sorocaba acabou de voltar!|2021-01-30 02:22:02
Light|793|gente! Alguma previsão da volta da Luz no bairro de Botafogo e Humaitá? Com medo das coisas de geladeira estragarem!|2021-01-30 02:22:01
Light|794|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:21:39
Light|795|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:21:17
Light|796|estou com luz mas o está sem|2021-01-30 02:21:02
Light|797|no caso, sem|2021-01-30 02:20:52
Light|798|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:20:32
Light|799|Eu mandei!!!|2021-01-30 02:20:31
Light|800|Que estranho o formato dessa fumaça...|2021-01-30 02:20:24
Light|801|Bom q nem está calor quase.|2021-01-30 02:20:20
Light|802|Lembrete1: carregar a bateria do celular antes das 22 hs, para poder usá-lo quando a luz acabar ( já virou rotina) Lembrete2: melhorar meu pct de dados de internet. MOTIVO: Terceiro dia sem luz a noite. Bateria e pct de dados no fim. 😡😡|2021-01-30 02:20:12
Light|803|Semana passada... sim!!!|2021-01-30 02:20:00
Light|804||2021-01-30 02:19:22
Light|805|É o caos|2021-01-30 02:19:04
Light|806|caracaaaaaaa|2021-01-30 02:18:46
Light|807|Assustador!|2021-01-30 02:18:44
Light|808|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:18:43
Light|809|Segunda vez que esta estação de energia da pega fogo este mês...|2021-01-30 02:18:08
Light|810|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:17:53
Light|811|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:17:07
Light|812|Brabo! Ladeira dos Tabajaras sem Luz.|2021-01-30 02:16:50
